loss,mse,val_loss,val_mse
0.26875582337379456,0.06519059091806412,0.231697216629982,0.054230015724897385
0.21707628667354584,0.04971781745553017,0.20370346307754517,0.04487805441021919
0.19141514599323273,0.040706146508455276,0.18665626645088196,0.03888169676065445
0.17926599085330963,0.03649250417947769,0.17687925696372986,0.03551280498504639
0.1717701107263565,0.03390413895249367,0.1708914190530777,0.033459730446338654
0.1669127643108368,0.03225245699286461,0.16735388338565826,0.03221643716096878
0.16311928629875183,0.031001033261418343,0.16464972496032715,0.031411778181791306
0.1598212718963623,0.029924720525741577,0.16141507029533386,0.030299892649054527
0.15695331990718842,0.028977015987038612,0.15887995064258575,0.029432371258735657
0.15415306389331818,0.02805068902671337,0.15690474212169647,0.028817208483815193
0.15222319960594177,0.027435408905148506,0.15507282316684723,0.02823549136519432
0.15057726204395294,0.026921367272734642,0.1536177694797516,0.02772776409983635
0.14902199804782867,0.026435280218720436,0.15251466631889343,0.02743758261203766
0.14764665067195892,0.025996731594204903,0.15049630403518677,0.026793649420142174
0.14642839133739471,0.02561648003757,0.14926892518997192,0.02641168422996998
0.14543642103672028,0.025302710011601448,0.1488986611366272,0.026267580687999725
0.14435960352420807,0.024964889511466026,0.14838898181915283,0.026121005415916443
0.14343619346618652,0.024672387167811394,0.14782331883907318,0.025943856686353683
0.14266951382160187,0.024434665217995644,0.1461656540632248,0.025407949462532997
0.14182528853416443,0.024172738194465637,0.14727765321731567,0.025817222893238068
0.14120307564735413,0.023976190015673637,0.1451360136270523,0.02503219246864319
0.14048326015472412,0.02376043237745762,0.14493174850940704,0.025080407038331032
0.13998958468437195,0.023613853380084038,0.14448487758636475,0.024879131466150284
0.13932199776172638,0.023402942344546318,0.14373722672462463,0.024658627808094025
0.1390577107667923,0.023334963247179985,0.14392231404781342,0.024761615321040154
0.13843034207820892,0.02313712053000927,0.14270314574241638,0.024271847680211067
0.13798905909061432,0.02300361916422844,0.1424827128648758,0.024294529110193253
0.13753195106983185,0.022872483357787132,0.14166730642318726,0.024005409330129623
0.13716961443424225,0.022759420797228813,0.14106403291225433,0.023832377046346664
0.13688667118549347,0.022682050243020058,0.1424562782049179,0.02428635023534298
0.13645191490650177,0.02254926972091198,0.1405210644006729,0.02365558221936226
0.1361325979232788,0.02245390973985195,0.14108483493328094,0.0238483976572752
0.1355808824300766,0.022274727001786232,0.14139233529567719,0.023930171504616737
0.13538309931755066,0.022219209000468254,0.14120398461818695,0.023905253037810326
0.13521644473075867,0.022171352058649063,0.1417757123708725,0.02407892607152462
0.13479238748550415,0.02203783020377159,0.1403704285621643,0.023654891178011894
0.13449843227863312,0.021948520094156265,0.14071327447891235,0.023778744041919708
0.13426423072814941,0.0218798890709877,0.13931246101856232,0.02332526259124279
0.13401420414447784,0.02180641144514084,0.13974282145500183,0.0234448853880167
0.13365894556045532,0.02169252559542656,0.1393277794122696,0.02332494780421257
0.13345177471637726,0.02163313515484333,0.13955852389335632,0.023447968065738678
0.1333620250225067,0.021607769653201103,0.13937194645404816,0.023343171924352646
0.13307708501815796,0.02152770198881626,0.13814564049243927,0.022944461554288864
0.13281945884227753,0.021443450823426247,0.13806915283203125,0.022882971912622452
0.13259004056453705,0.02138385735452175,0.13733570277690887,0.022675946354866028
0.13232915103435516,0.021294504404067993,0.13914281129837036,0.023299526423215866
0.13216404616832733,0.02124687284231186,0.13860832154750824,0.02309868484735489
0.13201460242271423,0.02120249532163143,0.13764718174934387,0.022848354652523994
0.13190685212612152,0.021176844835281372,0.13703693449497223,0.02259308286011219
0.13162507116794586,0.02108808234333992,0.1383003294467926,0.0230134055018425
0.13155652582645416,0.02107611484825611,0.136875182390213,0.022561635822057724
0.1313774585723877,0.021018533036112785,0.13688991963863373,0.022566357627511024
0.13118647038936615,0.020956547930836678,0.13732179999351501,0.022714028134942055
0.13104066252708435,0.020914651453495026,0.13784785568714142,0.022823497653007507
0.13086313009262085,0.020861133933067322,0.13629524409770966,0.02237415686249733
0.13080158829689026,0.020846595987677574,0.13631249964237213,0.022394655272364616
0.13057708740234375,0.02078203111886978,0.1366090476512909,0.022483574226498604
0.1304696798324585,0.02074676938354969,0.1363307386636734,0.022379107773303986
0.13032591342926025,0.02069811150431633,0.13663166761398315,0.022554056718945503
0.1301393210887909,0.02064543403685093,0.13558891415596008,0.022180527448654175
0.1300615817308426,0.020625751465559006,0.13632868230342865,0.022414816543459892
0.12991493940353394,0.02058342657983303,0.13606449961662292,0.022335898131132126
0.12988130748271942,0.020576441660523415,0.13514401018619537,0.022037243470549583
0.12969262897968292,0.020518453791737556,0.1373113989830017,0.022731177508831024
0.12965138256549835,0.020508209243416786,0.13558104634284973,0.022199921309947968
0.12943066656589508,0.02044251374900341,0.1366938054561615,0.022533638402819633
0.1294805258512497,0.02046261355280876,0.13696055114269257,0.02260529063642025
0.12920071184635162,0.02036721631884575,0.13529281318187714,0.022117312997579575
0.12925691902637482,0.020391305908560753,0.13504846394062042,0.02203495241701603
0.12910358607769012,0.02034446969628334,0.13601090013980865,0.022353986278176308
0.12913525104522705,0.020358335226774216,0.13559533655643463,0.022226519882678986
0.12893901765346527,0.020298905670642853,0.13428498804569244,0.021796973422169685
0.12881144881248474,0.020265638828277588,0.13481278717517853,0.021953806281089783
0.128667950630188,0.020210567861795425,0.1345633715391159,0.021899105980992317
0.12864941358566284,0.02021394670009613,0.13590691983699799,0.022353291511535645
0.12871113419532776,0.02024143747985363,0.13419368863105774,0.021790262311697006
0.128474161028862,0.02016649767756462,0.1342702955007553,0.021785838529467583
0.12834793329238892,0.020124152302742004,0.1348816454410553,0.022004572674632072
0.12856905162334442,0.02019708976149559,0.13439033925533295,0.02184976451098919
0.12823402881622314,0.020092878490686417,0.1337069869041443,0.02165532298386097
0.12803511321544647,0.020029930397868156,0.13482584059238434,0.02199779637157917
0.12813153862953186,0.020061368122696877,0.1362956315279007,0.02251339703798294
0.1280740648508072,0.020045867189764977,0.13434691727161407,0.02182898484170437
0.12793518602848053,0.020009417086839676,0.1345478743314743,0.021944435313344002
0.12797941267490387,0.020023999735713005,0.13384634256362915,0.021653469651937485
0.1278369277715683,0.019975880160927773,0.13434547185897827,0.021866295486688614
0.1278291940689087,0.019981713965535164,0.1347661167383194,0.021989166736602783
0.12779514491558075,0.019970733672380447,0.1343483030796051,0.02185235358774662
0.1276191622018814,0.019917765632271767,0.13518914580345154,0.022112606093287468
0.12763752043247223,0.019926000386476517,0.13476458191871643,0.021985510364174843
0.12756410241127014,0.019903935492038727,0.13459110260009766,0.021980395540595055
0.12748922407627106,0.019883351400494576,0.13317044079303741,0.021458789706230164
0.12747441232204437,0.019880004227161407,0.13398858904838562,0.021746095269918442
0.1273898333311081,0.01985369808971882,0.13421176373958588,0.021837282925844193
0.12739136815071106,0.01985912024974823,0.13369642198085785,0.021663552150130272
0.12734267115592957,0.019840721040964127,0.13441647589206696,0.021909981966018677
0.12734147906303406,0.0198435690253973,0.1341170221567154,0.021770281717181206
0.1272478550672531,0.01981474831700325,0.1350681185722351,0.022108180448412895
0.12718816101551056,0.01980060152709484,0.134220689535141,0.021842094138264656
0.12705421447753906,0.019752617925405502,0.13440190255641937,0.021915709599852562
0.12707847356796265,0.01975899748504162,0.1338079869747162,0.021675337105989456
0.1269834190607071,0.019735541194677353,0.13377593457698822,0.021709419786930084
0.12697866559028625,0.019735587760806084,0.1342722624540329,0.021793078631162643
0.12698304653167725,0.01973932981491089,0.13408781588077545,0.021799536421895027
0.12685346603393555,0.019696790724992752,0.13372933864593506,0.021673113107681274
0.12679927051067352,0.019681917503476143,0.13379141688346863,0.021719258278608322
0.126853346824646,0.019703978672623634,0.13372395932674408,0.021687744185328484
0.12673872709274292,0.019673148170113564,0.13356290757656097,0.021606972441077232
0.1267489343881607,0.019677558913826942,0.13535499572753906,0.02219752036035061
0.12660977244377136,0.019626639783382416,0.13414311408996582,0.021840974688529968
0.12665706872940063,0.019646594300866127,0.13417188823223114,0.02184843271970749
0.1266389638185501,0.019642403349280357,0.13413527607917786,0.021775195375084877
0.12659083306789398,0.019625945016741753,0.13428400456905365,0.021865246817469597
0.12657544016838074,0.01962336339056492,0.13333627581596375,0.021565651521086693
0.1265384703874588,0.01961139775812626,0.13406211137771606,0.021857215091586113
0.12642455101013184,0.01957518979907036,0.13284550607204437,0.02141943946480751
0.1263633519411087,0.019554708153009415,0.1335899531841278,0.021687401458621025
0.1263684630393982,0.019568443298339844,0.1355953961610794,0.022286899387836456
0.12629948556423187,0.019539544358849525,0.1337365359067917,0.021657202392816544
0.1264064610004425,0.019575748592615128,0.13406243920326233,0.021760882809758186
0.12627772986888885,0.019535090774297714,0.13289308547973633,0.021451322361826897
0.12626151740550995,0.019533829763531685,0.1336708664894104,0.021664317697286606
0.12622758746147156,0.019525699317455292,0.13267113268375397,0.021358923986554146
0.12613557279109955,0.019493307918310165,0.13370274007320404,0.021702151745557785
0.12614655494689941,0.019505038857460022,0.13257071375846863,0.02134108915925026
0.12611496448516846,0.019486429169774055,0.13451595604419708,0.02192329242825508
0.12604381144046783,0.019469888880848885,0.13237936794757843,0.021285833790898323
0.12607824802398682,0.019480453804135323,0.13391198217868805,0.021731289103627205
